,Buy,Sell,Type
366,2013-02-28T00:00:00.000000000,2013-03-03T00:00:00.000000000,2
367,2013-03-31T00:00:00.000000000,2013-04-03T00:00:00.000000000,2
368,2013-04-30T00:00:00.000000000,2013-05-03T00:00:00.000000000,2
369,2013-05-31T00:00:00.000000000,2013-06-03T00:00:00.000000000,2
370,2013-06-30T00:00:00.000000000,2013-07-03T00:00:00.000000000,2
371,2013-07-31T00:00:00.000000000,2013-08-03T00:00:00.000000000,2
372,2013-08-31T00:00:00.000000000,2013-09-03T00:00:00.000000000,2
373,2013-09-30T00:00:00.000000000,2013-10-03T00:00:00.000000000,2
374,2013-10-31T00:00:00.000000000,2013-11-03T00:00:00.000000000,2
375,2013-11-30T00:00:00.000000000,2013-12-03T00:00:00.000000000,2
376,2013-12-31T00:00:00.000000000,2014-01-03T00:00:00.000000000,2
377,2014-01-31T00:00:00.000000000,2014-02-03T00:00:00.000000000,2
378,2014-02-28T00:00:00.000000000,2014-03-03T00:00:00.000000000,2
379,2014-03-31T00:00:00.000000000,2014-04-03T00:00:00.000000000,2
380,2014-04-30T00:00:00.000000000,2014-05-03T00:00:00.000000000,2
381,2014-05-31T00:00:00.000000000,2014-06-03T00:00:00.000000000,2
382,2014-06-30T00:00:00.000000000,2014-07-03T00:00:00.000000000,2
383,2014-07-31T00:00:00.000000000,2014-08-03T00:00:00.000000000,2
384,2014-08-31T00:00:00.000000000,2014-09-03T00:00:00.000000000,2
385,2014-09-30T00:00:00.000000000,2014-10-03T00:00:00.000000000,2
386,2014-10-31T00:00:00.000000000,2014-11-03T00:00:00.000000000,2
387,2014-11-30T00:00:00.000000000,2014-12-03T00:00:00.000000000,2
388,2014-12-31T00:00:00.000000000,2015-01-03T00:00:00.000000000,2
389,2015-01-31T00:00:00.000000000,2015-02-03T00:00:00.000000000,2
390,2015-02-28T00:00:00.000000000,2015-03-03T00:00:00.000000000,2
391,2015-03-31T00:00:00.000000000,2015-04-03T00:00:00.000000000,2
392,2015-04-30T00:00:00.000000000,2015-05-03T00:00:00.000000000,2
393,2015-05-31T00:00:00.000000000,2015-06-03T00:00:00.000000000,2
394,2015-06-30T00:00:00.000000000,2015-07-03T00:00:00.000000000,2
395,2015-07-31T00:00:00.000000000,2015-08-03T00:00:00.000000000,2
396,2015-08-31T00:00:00.000000000,2015-09-03T00:00:00.000000000,2
397,2015-09-30T00:00:00.000000000,2015-10-03T00:00:00.000000000,2
398,2015-10-31T00:00:00.000000000,2015-11-03T00:00:00.000000000,2
399,2015-11-30T00:00:00.000000000,2015-12-03T00:00:00.000000000,2
400,2015-12-31T00:00:00.000000000,2016-01-03T00:00:00.000000000,2
401,2016-01-31T00:00:00.000000000,2016-02-03T00:00:00.000000000,2
402,2016-02-29T00:00:00.000000000,2016-03-03T00:00:00.000000000,2
403,2016-03-31T00:00:00.000000000,2016-04-03T00:00:00.000000000,2
404,2016-04-30T00:00:00.000000000,2016-05-03T00:00:00.000000000,2
405,2016-05-31T00:00:00.000000000,2016-06-03T00:00:00.000000000,2
406,2016-06-30T00:00:00.000000000,2016-07-03T00:00:00.000000000,2
407,2016-07-31T00:00:00.000000000,2016-08-03T00:00:00.000000000,2
408,2016-08-31T00:00:00.000000000,2016-09-03T00:00:00.000000000,2
409,2016-09-30T00:00:00.000000000,2016-10-03T00:00:00.000000000,2
410,2016-10-31T00:00:00.000000000,2016-11-03T00:00:00.000000000,2
411,2016-11-30T00:00:00.000000000,2016-12-03T00:00:00.000000000,2
412,2016-12-31T00:00:00.000000000,2017-01-03T00:00:00.000000000,2
413,2017-01-31T00:00:00.000000000,2017-02-03T00:00:00.000000000,2
414,2017-02-28T00:00:00.000000000,2017-03-03T00:00:00.000000000,2
415,2017-03-31T00:00:00.000000000,2017-04-03T00:00:00.000000000,2
416,2017-04-30T00:00:00.000000000,2017-05-03T00:00:00.000000000,2
417,2017-05-31T00:00:00.000000000,2017-06-03T00:00:00.000000000,2
418,2017-06-30T00:00:00.000000000,2017-07-03T00:00:00.000000000,2
419,2017-07-31T00:00:00.000000000,2017-08-03T00:00:00.000000000,2
420,2017-08-31T00:00:00.000000000,2017-09-03T00:00:00.000000000,2
421,2017-09-30T00:00:00.000000000,2017-10-03T00:00:00.000000000,2
422,2017-10-31T00:00:00.000000000,2017-11-03T00:00:00.000000000,2
423,2017-11-30T00:00:00.000000000,2017-12-03T00:00:00.000000000,2
424,2017-12-31T00:00:00.000000000,2018-01-03T00:00:00.000000000,2
425,2018-01-31T00:00:00.000000000,2018-02-03T00:00:00.000000000,2
426,2018-02-28T00:00:00.000000000,2018-03-03T00:00:00.000000000,2
427,2018-03-31T00:00:00.000000000,2018-04-03T00:00:00.000000000,2
428,2018-04-30T00:00:00.000000000,2018-05-03T00:00:00.000000000,2
429,2018-05-31T00:00:00.000000000,2018-06-03T00:00:00.000000000,2
430,2018-06-30T00:00:00.000000000,2018-07-03T00:00:00.000000000,2
431,2018-07-31T00:00:00.000000000,2018-08-03T00:00:00.000000000,2
432,2018-08-31T00:00:00.000000000,2018-09-03T00:00:00.000000000,2
433,2018-09-30T00:00:00.000000000,2018-10-03T00:00:00.000000000,2
434,2018-10-31T00:00:00.000000000,2018-11-03T00:00:00.000000000,2
435,2018-11-30T00:00:00.000000000,2018-12-03T00:00:00.000000000,2
436,2018-12-31T00:00:00.000000000,2019-01-03T00:00:00.000000000,2
437,2019-01-31T00:00:00.000000000,2019-02-03T00:00:00.000000000,2
438,2019-02-28T00:00:00.000000000,2019-03-03T00:00:00.000000000,2
439,2019-03-31T00:00:00.000000000,2019-04-03T00:00:00.000000000,2
440,2019-04-30T00:00:00.000000000,2019-05-03T00:00:00.000000000,2
441,2019-05-31T00:00:00.000000000,2019-06-03T00:00:00.000000000,2
442,2019-06-30T00:00:00.000000000,2019-07-03T00:00:00.000000000,2
443,2019-07-31T00:00:00.000000000,2019-08-03T00:00:00.000000000,2
444,2019-08-31T00:00:00.000000000,2019-09-03T00:00:00.000000000,2
445,2019-09-30T00:00:00.000000000,2019-10-03T00:00:00.000000000,2
446,2019-10-31T00:00:00.000000000,2019-11-03T00:00:00.000000000,2
447,2019-11-30T00:00:00.000000000,2019-12-03T00:00:00.000000000,2
448,2019-12-31T00:00:00.000000000,2020-01-03T00:00:00.000000000,2
449,2000-01-07T00:00:00.000000000,2000-01-10T00:00:00.000000000,3
450,2000-01-14T00:00:00.000000000,2000-01-17T00:00:00.000000000,3
451,2000-01-21T00:00:00.000000000,2000-01-24T00:00:00.000000000,3
452,2000-01-28T00:00:00.000000000,2000-01-31T00:00:00.000000000,3
453,2000-02-04T00:00:00.000000000,2000-02-07T00:00:00.000000000,3
454,2000-02-11T00:00:00.000000000,2000-02-14T00:00:00.000000000,3
455,2000-02-18T00:00:00.000000000,2000-02-21T00:00:00.000000000,3
456,2000-02-25T00:00:00.000000000,2000-02-28T00:00:00.000000000,3
457,2000-03-03T00:00:00.000000000,2000-03-06T00:00:00.000000000,3
458,2000-03-10T00:00:00.000000000,2000-03-13T00:00:00.000000000,3
459,2000-03-17T00:00:00.000000000,2000-03-20T00:00:00.000000000,3
460,2000-03-24T00:00:00.000000000,2000-03-27T00:00:00.000000000,3
461,2000-03-31T00:00:00.000000000,2000-04-03T00:00:00.000000000,3
462,2000-04-07T00:00:00.000000000,2000-04-10T00:00:00.000000000,3
463,2000-04-14T00:00:00.000000000,2000-04-17T00:00:00.000000000,3
464,2000-04-21T00:00:00.000000000,2000-04-24T00:00:00.000000000,3
465,2000-04-28T00:00:00.000000000,2000-05-01T00:00:00.000000000,3
466,2000-05-05T00:00:00.000000000,2000-05-08T00:00:00.000000000,3
467,2000-05-12T00:00:00.000000000,2000-05-15T00:00:00.000000000,3
468,2000-05-19T00:00:00.000000000,2000-05-22T00:00:00.000000000,3
469,2000-05-26T00:00:00.000000000,2000-05-29T00:00:00.000000000,3
470,2000-06-02T00:00:00.000000000,2000-06-05T00:00:00.000000000,3
471,2000-06-09T00:00:00.000000000,2000-06-12T00:00:00.000000000,3
472,2000-06-16T00:00:00.000000000,2000-06-19T00:00:00.000000000,3
473,2000-06-23T00:00:00.000000000,2000-06-26T00:00:00.000000000,3
474,2000-06-30T00:00:00.000000000,2000-07-03T00:00:00.000000000,3
475,2000-07-07T00:00:00.000000000,2000-07-10T00:00:00.000000000,3
476,2000-07-14T00:00:00.000000000,2000-07-17T00:00:00.000000000,3
477,2000-07-21T00:00:00.000000000,2000-07-24T00:00:00.000000000,3
478,2000-07-28T00:00:00.000000000,2000-07-31T00:00:00.000000000,3
479,2000-08-04T00:00:00.000000000,2000-08-07T00:00:00.000000000,3
480,2000-08-11T00:00:00.000000000,2000-08-14T00:00:00.000000000,3
481,2000-08-18T00:00:00.000000000,2000-08-21T00:00:00.000000000,3
482,2000-08-25T00:00:00.000000000,2000-08-28T00:00:00.000000000,3
483,2000-09-01T00:00:00.000000000,2000-09-04T00:00:00.000000000,3
484,2000-09-08T00:00:00.000000000,2000-09-11T00:00:00.000000000,3
485,2000-09-15T00:00:00.000000000,2000-09-18T00:00:00.000000000,3
486,2000-09-22T00:00:00.000000000,2000-09-25T00:00:00.000000000,3
487,2000-09-29T00:00:00.000000000,2000-10-02T00:00:00.000000000,3
488,2000-10-06T00:00:00.000000000,2000-10-09T00:00:00.000000000,3
489,2000-10-13T00:00:00.000000000,2000-10-16T00:00:00.000000000,3
490,2000-10-20T00:00:00.000000000,2000-10-23T00:00:00.000000000,3
491,2000-10-27T00:00:00.000000000,2000-10-30T00:00:00.000000000,3
492,2000-11-03T00:00:00.000000000,2000-11-06T00:00:00.000000000,3
493,2000-11-10T00:00:00.000000000,2000-11-13T00:00:00.000000000,3
494,2000-11-17T00:00:00.000000000,2000-11-20T00:00:00.000000000,3
495,2000-11-24T00:00:00.000000000,2000-11-27T00:00:00.000000000,3
496,2000-12-01T00:00:00.000000000,2000-12-04T00:00:00.000000000,3
497,2000-12-08T00:00:00.000000000,2000-12-11T00:00:00.000000000,3
498,2000-12-15T00:00:00.000000000,2000-12-18T00:00:00.000000000,3
499,2000-12-22T00:00:00.000000000,2000-12-25T00:00:00.000000000,3
500,2000-12-29T00:00:00.000000000,2001-01-01T00:00:00.000000000,3
501,2001-01-05T00:00:00.000000000,2001-01-08T00:00:00.000000000,3
502,2001-01-12T00:00:00.000000000,2001-01-15T00:00:00.000000000,3
503,2001-01-19T00:00:00.000000000,2001-01-22T00:00:00.000000000,3
504,2001-01-26T00:00:00.000000000,2001-01-29T00:00:00.000000000,3
505,2001-02-02T00:00:00.000000000,2001-02-05T00:00:00.000000000,3
506,2001-02-09T00:00:00.000000000,2001-02-12T00:00:00.000000000,3
507,2001-02-16T00:00:00.000000000,2001-02-19T00:00:00.000000000,3
508,2001-02-23T00:00:00.000000000,2001-02-26T00:00:00.000000000,3
509,2001-03-02T00:00:00.000000000,2001-03-05T00:00:00.000000000,3
510,2001-03-09T00:00:00.000000000,2001-03-12T00:00:00.000000000,3
511,2001-03-16T00:00:00.000000000,2001-03-19T00:00:00.000000000,3
512,2001-03-23T00:00:00.000000000,2001-03-26T00:00:00.000000000,3
513,2001-03-30T00:00:00.000000000,2001-04-02T00:00:00.000000000,3
514,2001-04-06T00:00:00.000000000,2001-04-09T00:00:00.000000000,3
515,2001-04-13T00:00:00.000000000,2001-04-16T00:00:00.000000000,3
516,2001-04-20T00:00:00.000000000,2001-04-23T00:00:00.000000000,3
517,2001-04-27T00:00:00.000000000,2001-04-30T00:00:00.000000000,3
518,2001-05-04T00:00:00.000000000,2001-05-07T00:00:00.000000000,3
519,2001-05-11T00:00:00.000000000,2001-05-14T00:00:00.000000000,3
520,2001-05-18T00:00:00.000000000,2001-05-21T00:00:00.000000000,3
521,2001-05-25T00:00:00.000000000,2001-05-28T00:00:00.000000000,3
522,2001-06-01T00:00:00.000000000,2001-06-04T00:00:00.000000000,3
523,2001-06-08T00:00:00.000000000,2001-06-11T00:00:00.000000000,3
524,2001-06-15T00:00:00.000000000,2001-06-18T00:00:00.000000000,3
525,2001-06-22T00:00:00.000000000,2001-06-25T00:00:00.000000000,3
526,2001-06-29T00:00:00.000000000,2001-07-02T00:00:00.000000000,3
527,2001-07-06T00:00:00.000000000,2001-07-09T00:00:00.000000000,3
528,2001-07-13T00:00:00.000000000,2001-07-16T00:00:00.000000000,3
529,2001-07-20T00:00:00.000000000,2001-07-23T00:00:00.000000000,3
530,2001-07-27T00:00:00.000000000,2001-07-30T00:00:00.000000000,3
531,2001-08-03T00:00:00.000000000,2001-08-06T00:00:00.000000000,3
532,2001-08-10T00:00:00.000000000,2001-08-13T00:00:00.000000000,3
533,2001-08-17T00:00:00.000000000,2001-08-20T00:00:00.000000000,3
534,2001-08-24T00:00:00.000000000,2001-08-27T00:00:00.000000000,3
535,2001-08-31T00:00:00.000000000,2001-09-03T00:00:00.000000000,3
536,2001-09-07T00:00:00.000000000,2001-09-10T00:00:00.000000000,3
537,2001-09-14T00:00:00.000000000,2001-09-17T00:00:00.000000000,3
538,2001-09-21T00:00:00.000000000,2001-09-24T00:00:00.000000000,3
539,2001-09-28T00:00:00.000000000,2001-10-01T00:00:00.000000000,3
540,2001-10-05T00:00:00.000000000,2001-10-08T00:00:00.000000000,3
541,2001-10-12T00:00:00.000000000,2001-10-15T00:00:00.000000000,3
542,2001-10-19T00:00:00.000000000,2001-10-22T00:00:00.000000000,3
543,2001-10-26T00:00:00.000000000,2001-10-29T00:00:00.000000000,3
544,2001-11-02T00:00:00.000000000,2001-11-05T00:00:00.000000000,3
545,2001-11-09T00:00:00.000000000,2001-11-12T00:00:00.000000000,3
546,2001-11-16T00:00:00.000000000,2001-11-19T00:00:00.000000000,3
547,2001-11-23T00:00:00.000000000,2001-11-26T00:00:00.000000000,3
548,2001-11-30T00:00:00.000000000,2001-12-03T00:00:00.000000000,3
549,2001-12-07T00:00:00.000000000,2001-12-10T00:00:00.000000000,3
550,2001-12-14T00:00:00.000000000,2001-12-17T00:00:00.000000000,3
551,2001-12-21T00:00:00.000000000,2001-12-24T00:00:00.000000000,3
552,2001-12-28T00:00:00.000000000,2001-12-31T00:00:00.000000000,3
553,2002-01-04T00:00:00.000000000,2002-01-07T00:00:00.000000000,3
554,2002-01-11T00:00:00.000000000,2002-01-14T00:00:00.000000000,3
555,2002-01-18T00:00:00.000000000,2002-01-21T00:00:00.000000000,3
556,2002-01-25T00:00:00.000000000,2002-01-28T00:00:00.000000000,3
557,2002-02-01T00:00:00.000000000,2002-02-04T00:00:00.000000000,3
558,2002-02-08T00:00:00.000000000,2002-02-11T00:00:00.000000000,3
559,2002-02-15T00:00:00.000000000,2002-02-18T00:00:00.000000000,3
560,2002-02-22T00:00:00.000000000,2002-02-25T00:00:00.000000000,3
561,2002-03-01T00:00:00.000000000,2002-03-04T00:00:00.000000000,3
562,2002-03-08T00:00:00.000000000,2002-03-11T00:00:00.000000000,3
563,2002-03-15T00:00:00.000000000,2002-03-18T00:00:00.000000000,3
564,2002-03-22T00:00:00.000000000,2002-03-25T00:00:00.000000000,3
565,2002-03-29T00:00:00.000000000,2002-04-01T00:00:00.000000000,3
566,2002-04-05T00:00:00.000000000,2002-04-08T00:00:00.000000000,3
567,2002-04-12T00:00:00.000000000,2002-04-15T00:00:00.000000000,3
568,2002-04-19T00:00:00.000000000,2002-04-22T00:00:00.000000000,3
569,2002-04-26T00:00:00.000000000,2002-04-29T00:00:00.000000000,3
570,2002-05-03T00:00:00.000000000,2002-05-06T00:00:00.000000000,3
571,2002-05-10T00:00:00.000000000,2002-05-13T00:00:00.000000000,3
572,2002-05-17T00:00:00.000000000,2002-05-20T00:00:00.000000000,3
573,2002-05-24T00:00:00.000000000,2002-05-27T00:00:00.000000000,3
574,2002-05-31T00:00:00.000000000,2002-06-03T00:00:00.000000000,3
575,2002-06-07T00:00:00.000000000,2002-06-10T00:00:00.000000000,3
576,2002-06-14T00:00:00.000000000,2002-06-17T00:00:00.000000000,3
577,2002-06-21T00:00:00.000000000,2002-06-24T00:00:00.000000000,3
578,2002-06-28T00:00:00.000000000,2002-07-01T00:00:00.000000000,3
579,2002-07-05T00:00:00.000000000,2002-07-08T00:00:00.000000000,3
580,2002-07-12T00:00:00.000000000,2002-07-15T00:00:00.000000000,3
581,2002-07-19T00:00:00.000000000,2002-07-22T00:00:00.000000000,3
582,2002-07-26T00:00:00.000000000,2002-07-29T00:00:00.000000000,3
583,2002-08-02T00:00:00.000000000,2002-08-05T00:00:00.000000000,3
584,2002-08-09T00:00:00.000000000,2002-08-12T00:00:00.000000000,3
585,2002-08-16T00:00:00.000000000,2002-08-19T00:00:00.000000000,3
586,2002-08-23T00:00:00.000000000,2002-08-26T00:00:00.000000000,3
587,2002-08-30T00:00:00.000000000,2002-09-02T00:00:00.000000000,3
588,2002-09-06T00:00:00.000000000,2002-09-09T00:00:00.000000000,3
589,2002-09-13T00:00:00.000000000,2002-09-16T00:00:00.000000000,3
590,2002-09-20T00:00:00.000000000,2002-09-23T00:00:00.000000000,3
591,2002-09-27T00:00:00.000000000,2002-09-30T00:00:00.000000000,3
592,2002-10-04T00:00:00.000000000,2002-10-07T00:00:00.000000000,3
593,2002-10-11T00:00:00.000000000,2002-10-14T00:00:00.000000000,3
594,2002-10-18T00:00:00.000000000,2002-10-21T00:00:00.000000000,3
595,2002-10-25T00:00:00.000000000,2002-10-28T00:00:00.000000000,3
596,2002-11-01T00:00:00.000000000,2002-11-04T00:00:00.000000000,3
597,2002-11-08T00:00:00.000000000,2002-11-11T00:00:00.000000000,3
598,2002-11-15T00:00:00.000000000,2002-11-18T00:00:00.000000000,3
599,2002-11-22T00:00:00.000000000,2002-11-25T00:00:00.000000000,3
600,2002-11-29T00:00:00.000000000,2002-12-02T00:00:00.000000000,3
601,2002-12-06T00:00:00.000000000,2002-12-09T00:00:00.000000000,3
602,2002-12-13T00:00:00.000000000,2002-12-16T00:00:00.000000000,3
603,2002-12-20T00:00:00.000000000,2002-12-23T00:00:00.000000000,3
604,2002-12-27T00:00:00.000000000,2002-12-30T00:00:00.000000000,3
605,2003-01-03T00:00:00.000000000,2003-01-06T00:00:00.000000000,3
606,2003-01-10T00:00:00.000000000,2003-01-13T00:00:00.000000000,3
607,2003-01-17T00:00:00.000000000,2003-01-20T00:00:00.000000000,3
608,2003-01-24T00:00:00.000000000,2003-01-27T00:00:00.000000000,3
609,2003-01-31T00:00:00.000000000,2003-02-03T00:00:00.000000000,3
610,2003-02-07T00:00:00.000000000,2003-02-10T00:00:00.000000000,3
611,2003-02-14T00:00:00.000000000,2003-02-17T00:00:00.000000000,3
612,2003-02-21T00:00:00.000000000,2003-02-24T00:00:00.000000000,3
613,2003-02-28T00:00:00.000000000,2003-03-03T00:00:00.000000000,3
614,2003-03-07T00:00:00.000000000,2003-03-10T00:00:00.000000000,3
615,2003-03-14T00:00:00.000000000,2003-03-17T00:00:00.000000000,3
616,2003-03-21T00:00:00.000000000,2003-03-24T00:00:00.000000000,3
617,2003-03-28T00:00:00.000000000,2003-03-31T00:00:00.000000000,3
618,2003-04-04T00:00:00.000000000,2003-04-07T00:00:00.000000000,3
619,2003-04-11T00:00:00.000000000,2003-04-14T00:00:00.000000000,3
620,2003-04-18T00:00:00.000000000,2003-04-21T00:00:00.000000000,3
621,2003-04-25T00:00:00.000000000,2003-04-28T00:00:00.000000000,3
622,2003-05-02T00:00:00.000000000,2003-05-05T00:00:00.000000000,3
623,2003-05-09T00:00:00.000000000,2003-05-12T00:00:00.000000000,3
624,2003-05-16T00:00:00.000000000,2003-05-19T00:00:00.000000000,3
625,2003-05-23T00:00:00.000000000,2003-05-26T00:00:00.000000000,3
626,2003-05-30T00:00:00.000000000,2003-06-02T00:00:00.000000000,3
627,2003-06-06T00:00:00.000000000,2003-06-09T00:00:00.000000000,3
628,2003-06-13T00:00:00.000000000,2003-06-16T00:00:00.000000000,3
629,2003-06-20T00:00:00.000000000,2003-06-23T00:00:00.000000000,3
630,2003-06-27T00:00:00.000000000,2003-06-30T00:00:00.000000000,3
631,2003-07-04T00:00:00.000000000,2003-07-07T00:00:00.000000000,3
632,2003-07-11T00:00:00.000000000,2003-07-14T00:00:00.000000000,3
633,2003-07-18T00:00:00.000000000,2003-07-21T00:00:00.000000000,3
634,2003-07-25T00:00:00.000000000,2003-07-28T00:00:00.000000000,3
635,2003-08-01T00:00:00.000000000,2003-08-04T00:00:00.000000000,3
636,2003-08-08T00:00:00.000000000,2003-08-11T00:00:00.000000000,3
637,2003-08-15T00:00:00.000000000,2003-08-18T00:00:00.000000000,3
638,2003-08-22T00:00:00.000000000,2003-08-25T00:00:00.000000000,3
639,2003-08-29T00:00:00.000000000,2003-09-01T00:00:00.000000000,3
640,2003-09-05T00:00:00.000000000,2003-09-08T00:00:00.000000000,3
641,2003-09-12T00:00:00.000000000,2003-09-15T00:00:00.000000000,3
642,2003-09-19T00:00:00.000000000,2003-09-22T00:00:00.000000000,3
643,2003-09-26T00:00:00.000000000,2003-09-29T00:00:00.000000000,3
644,2003-10-03T00:00:00.000000000,2003-10-06T00:00:00.000000000,3
645,2003-10-10T00:00:00.000000000,2003-10-13T00:00:00.000000000,3
646,2003-10-17T00:00:00.000000000,2003-10-20T00:00:00.000000000,3
647,2003-10-24T00:00:00.000000000,2003-10-27T00:00:00.000000000,3
648,2003-10-31T00:00:00.000000000,2003-11-03T00:00:00.000000000,3
649,2003-11-07T00:00:00.000000000,2003-11-10T00:00:00.000000000,3
650,2003-11-14T00:00:00.000000000,2003-11-17T00:00:00.000000000,3
651,2003-11-21T00:00:00.000000000,2003-11-24T00:00:00.000000000,3
652,2003-11-28T00:00:00.000000000,2003-12-01T00:00:00.000000000,3
653,2003-12-05T00:00:00.000000000,2003-12-08T00:00:00.000000000,3
654,2003-12-12T00:00:00.000000000,2003-12-15T00:00:00.000000000,3
655,2003-12-19T00:00:00.000000000,2003-12-22T00:00:00.000000000,3
656,2003-12-26T00:00:00.000000000,2003-12-29T00:00:00.000000000,3
657,2004-01-02T00:00:00.000000000,2004-01-05T00:00:00.000000000,3
658,2004-01-09T00:00:00.000000000,2004-01-12T00:00:00.000000000,3
659,2004-01-16T00:00:00.000000000,2004-01-19T00:00:00.000000000,3
660,2004-01-23T00:00:00.000000000,2004-01-26T00:00:00.000000000,3
661,2004-01-30T00:00:00.000000000,2004-02-02T00:00:00.000000000,3
662,2004-02-06T00:00:00.000000000,2004-02-09T00:00:00.000000000,3
663,2004-02-13T00:00:00.000000000,2004-02-16T00:00:00.000000000,3
664,2004-02-20T00:00:00.000000000,2004-02-23T00:00:00.000000000,3
665,2004-02-27T00:00:00.000000000,2004-03-01T00:00:00.000000000,3
666,2004-03-05T00:00:00.000000000,2004-03-08T00:00:00.000000000,3
667,2004-03-12T00:00:00.000000000,2004-03-15T00:00:00.000000000,3
668,2004-03-19T00:00:00.000000000,2004-03-22T00:00:00.000000000,3
669,2004-03-26T00:00:00.000000000,2004-03-29T00:00:00.000000000,3
670,2004-04-02T00:00:00.000000000,2004-04-05T00:00:00.000000000,3
671,2004-04-09T00:00:00.000000000,2004-04-12T00:00:00.000000000,3
672,2004-04-16T00:00:00.000000000,2004-04-19T00:00:00.000000000,3
673,2004-04-23T00:00:00.000000000,2004-04-26T00:00:00.000000000,3
674,2004-04-30T00:00:00.000000000,2004-05-03T00:00:00.000000000,3
675,2004-05-07T00:00:00.000000000,2004-05-10T00:00:00.000000000,3
676,2004-05-14T00:00:00.000000000,2004-05-17T00:00:00.000000000,3
677,2004-05-21T00:00:00.000000000,2004-05-24T00:00:00.000000000,3
678,2004-05-28T00:00:00.000000000,2004-05-31T00:00:00.000000000,3
679,2004-06-04T00:00:00.000000000,2004-06-07T00:00:00.000000000,3
680,2004-06-11T00:00:00.000000000,2004-06-14T00:00:00.000000000,3
681,2004-06-18T00:00:00.000000000,2004-06-21T00:00:00.000000000,3
682,2004-06-25T00:00:00.000000000,2004-06-28T00:00:00.000000000,3
683,2004-07-02T00:00:00.000000000,2004-07-05T00:00:00.000000000,3
684,2004-07-09T00:00:00.000000000,2004-07-12T00:00:00.000000000,3
685,2004-07-16T00:00:00.000000000,2004-07-19T00:00:00.000000000,3
686,2004-07-23T00:00:00.000000000,2004-07-26T00:00:00.000000000,3
687,2004-07-30T00:00:00.000000000,2004-08-02T00:00:00.000000000,3
688,2004-08-06T00:00:00.000000000,2004-08-09T00:00:00.000000000,3
689,2004-08-13T00:00:00.000000000,2004-08-16T00:00:00.000000000,3
690,2004-08-20T00:00:00.000000000,2004-08-23T00:00:00.000000000,3
691,2004-08-27T00:00:00.000000000,2004-08-30T00:00:00.000000000,3
692,2004-09-03T00:00:00.000000000,2004-09-06T00:00:00.000000000,3
693,2004-09-10T00:00:00.000000000,2004-09-13T00:00:00.000000000,3
694,2004-09-17T00:00:00.000000000,2004-09-20T00:00:00.000000000,3
695,2004-09-24T00:00:00.000000000,2004-09-27T00:00:00.000000000,3
696,2004-10-01T00:00:00.000000000,2004-10-04T00:00:00.000000000,3
697,2004-10-08T00:00:00.000000000,2004-10-11T00:00:00.000000000,3
698,2004-10-15T00:00:00.000000000,2004-10-18T00:00:00.000000000,3
699,2004-10-22T00:00:00.000000000,2004-10-25T00:00:00.000000000,3
700,2004-10-29T00:00:00.000000000,2004-11-01T00:00:00.000000000,3
701,2004-11-05T00:00:00.000000000,2004-11-08T00:00:00.000000000,3
702,2004-11-12T00:00:00.000000000,2004-11-15T00:00:00.000000000,3
703,2004-11-19T00:00:00.000000000,2004-11-22T00:00:00.000000000,3
704,2004-11-26T00:00:00.000000000,2004-11-29T00:00:00.000000000,3
705,2004-12-03T00:00:00.000000000,2004-12-06T00:00:00.000000000,3
706,2004-12-10T00:00:00.000000000,2004-12-13T00:00:00.000000000,3
707,2004-12-17T00:00:00.000000000,2004-12-20T00:00:00.000000000,3
708,2004-12-24T00:00:00.000000000,2004-12-27T00:00:00.000000000,3
709,2004-12-31T00:00:00.000000000,2005-01-03T00:00:00.000000000,3
710,2005-01-07T00:00:00.000000000,2005-01-10T00:00:00.000000000,3
711,2005-01-14T00:00:00.000000000,2005-01-17T00:00:00.000000000,3
712,2005-01-21T00:00:00.000000000,2005-01-24T00:00:00.000000000,3
713,2005-01-28T00:00:00.000000000,2005-01-31T00:00:00.000000000,3
714,2005-02-04T00:00:00.000000000,2005-02-07T00:00:00.000000000,3
715,2005-02-11T00:00:00.000000000,2005-02-14T00:00:00.000000000,3
716,2005-02-18T00:00:00.000000000,2005-02-21T00:00:00.000000000,3
717,2005-02-25T00:00:00.000000000,2005-02-28T00:00:00.000000000,3
718,2005-03-04T00:00:00.000000000,2005-03-07T00:00:00.000000000,3
719,2005-03-11T00:00:00.000000000,2005-03-14T00:00:00.000000000,3
720,2005-03-18T00:00:00.000000000,2005-03-21T00:00:00.000000000,3
721,2005-03-25T00:00:00.000000000,2005-03-28T00:00:00.000000000,3
722,2005-04-01T00:00:00.000000000,2005-04-04T00:00:00.000000000,3
723,2005-04-08T00:00:00.000000000,2005-04-11T00:00:00.000000000,3
724,2005-04-15T00:00:00.000000000,2005-04-18T00:00:00.000000000,3
725,2005-04-22T00:00:00.000000000,2005-04-25T00:00:00.000000000,3
726,2005-04-29T00:00:00.000000000,2005-05-02T00:00:00.000000000,3
727,2005-05-06T00:00:00.000000000,2005-05-09T00:00:00.000000000,3
728,2005-05-13T00:00:00.000000000,2005-05-16T00:00:00.000000000,3
729,2005-05-20T00:00:00.000000000,2005-05-23T00:00:00.000000000,3
730,2005-05-27T00:00:00.000000000,2005-05-30T00:00:00.000000000,3
731,2005-06-03T00:00:00.000000000,2005-06-06T00:00:00.000000000,3
732,2005-06-10T00:00:00.000000000,2005-06-13T00:00:00.000000000,3
733,2005-06-17T00:00:00.000000000,2005-06-20T00:00:00.000000000,3
